iss_date,NOME_NUTS2,CASI_CUMULATIVI,iss_date_iso8601,file_date_iso8601,file
26/04/2020,Lazio,6251,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Liguria,7322,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Lombardia,72887,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Marche,6095,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Molise,295,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Piemonte,24976,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Provincia Autonoma di Bolzano/Bozen,2441,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Provincia Autonoma di Trento,4472,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Puglia,3946,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Sardegna,1261,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Sicilia,2647,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Toscana,7999,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Umbria,1273,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Valle d'Aosta/Vallée d'Aoste,1139,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
26/04/2020,Veneto,17480,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_casi_regioni
27/04/2020,Abruzzo,2860,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Basilicata,206,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Calabria,1103,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Campania,4211,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Emilia-Romagna,24404,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Friuli-Venezia Giulia,2552,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Lazio,6335,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Liguria,7465,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Lombardia,73477,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Marche,6110,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Molise,295,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Piemonte,24975,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Provincia Autonoma di Bolzano/Bozen,2465,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Provincia Autonoma di Trento,4531,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Puglia,3959,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Sardegna,1266,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Sicilia,2679,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Toscana,8189,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Umbria,1276,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Valle d'Aosta/Vallée d'Aoste,1150,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
27/04/2020,Veneto,17588,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_casi_regioni
28/04/2020,Abruzzo,2876,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Basilicata,216,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Calabria,1085,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Campania,4192,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Emilia-Romagna,24616,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Friuli-Venezia Giulia,2572,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Lazio,6413,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Liguria,7604,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Lombardia,74346,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Marche,6158,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Molise,296,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Piemonte,25553,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Provincia Autonoma di Bolzano/Bozen,2469,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Provincia Autonoma di Trento,4631,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Puglia,3985,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Sardegna,1269,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Sicilia,2718,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Toscana,8336,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Umbria,1277,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Valle d'Aosta/Vallée d'Aoste,1141,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
28/04/2020,Veneto,17717,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_casi_regioni
29/04/2020,Abruzzo,2899,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Basilicata,216,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Calabria,1084,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Campania,4164,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Emilia-Romagna,24867,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Friuli-Venezia Giulia,2582,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Lazio,6412,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Liguria,7571,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Lombardia,75087,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Marche,6180,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Molise,296,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Piemonte,25889,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Provincia Autonoma di Bolzano/Bozen,2478,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Provincia Autonoma di Trento,4663,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Puglia,4025,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Sardegna,1271,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Sicilia,2734,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Toscana,8406,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Umbria,1276,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Valle d'Aosta/Vallée d'Aoste,1141,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
29/04/2020,Veneto,17824,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_casi_regioni
30/04/2020,Abruzzo,2931,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Basilicata,216,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Calabria,1069,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Campania,4235,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Emilia-Romagna,25131,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Friuli-Venezia Giulia,2632,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Lazio,6571,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Liguria,7822,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Lombardia,75730,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Marche,6227,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Molise,297,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Piemonte,26389,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Provincia Autonoma di Bolzano/Bozen,2492,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Provincia Autonoma di Trento,4724,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Puglia,4075,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Sardegna,1287,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Sicilia,2778,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Toscana,8543,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Umbria,1280,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Valle d'Aosta/Vallée d'Aoste,1147,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
30/04/2020,Veneto,17969,2020-04-30,2020-04-30,COVID_19_ISS_open_data_2020-04-30_casi_regioni
01/05/2020,Abruzzo,2931,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Basilicata,216,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Calabria,1069,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Campania,4235,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Emilia-Romagna,25390,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Friuli-Venezia Giulia,2646,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Lazio,6641,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Liguria,7822,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Lombardia,75730,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Marche,6241,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Molise,297,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Piemonte,26825,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Provincia Autonoma di Bolzano/Bozen,2502,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Provincia Autonoma di Trento,4752,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Puglia,4097,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Sardegna,1290,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Sicilia,2781,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Toscana,8576,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Umbria,1282,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Valle d'Aosta/Vallée d'Aoste,1145,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
01/05/2020,Veneto,18108,2020-05-01,2020-05-01,COVID_19_ISS_open_data_2020-05-01_casi_regioni
02/05/2020,Abruzzo,2950,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Basilicata,216,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Calabria,1069,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Campania,4249,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Emilia-Romagna,25598,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Friuli-Venezia Giulia,2664,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Lazio,6698,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Liguria,7947,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Lombardia,76467,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Marche,6279,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Molise,298,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Piemonte,27082,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Provincia Autonoma di Bolzano/Bozen,2506,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Provincia Autonoma di Trento,4771,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Puglia,4135,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Sardegna,1305,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Sicilia,2793,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Toscana,8686,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Umbria,1292,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Valle d'Aosta/Vallée d'Aoste,1145,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
02/05/2020,Veneto,18219,2020-05-02,2020-05-02,COVID_19_ISS_open_data_2020-05-02_casi_regioni
03/05/2020,Abruzzo,2966,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Basilicata,216,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Calabria,1067,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Campania,4276,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Emilia-Romagna,25804,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Friuli-Venezia Giulia,2692,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Lazio,6782,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Liguria,8108,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Lombardia,77000,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Marche,6290,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Molise,299,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Piemonte,27560,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Provincia Autonoma di Bolzano/Bozen,2508,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Provincia Autonoma di Trento,4819,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Puglia,4144,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Sardegna,1307,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Sicilia,2801,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Toscana,8742,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Umbria,1294,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Valle d'Aosta/Vallée d'Aoste,1145,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
03/05/2020,Veneto,18327,2020-05-03,2020-05-03,COVID_19_ISS_open_data_2020-05-03_casi_regioni
04/05/2020,Abruzzo,2999,2020-05-04,2020-05-04,COVID_19_ISS_open_data_2020-05-04_casi_regioni
