iss_date,NOME_NUTS2,CASI_CUMULATIVI,iss_date_iso8601,file_date_iso8601,file
17/05/2020,Campania,4402,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Emilia-Romagna,27182,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Friuli-Venezia Giulia,2878,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Lazio,7425,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Liguria,8874,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Lombardia,84518,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Marche,6626,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Molise,410,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Piemonte,29902,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Provincia Autonoma di Bolzano/Bozen,2576,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Provincia Autonoma di Trento,5280,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Puglia,4379,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Sardegna,1342,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Sicilia,3037,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Toscana,9806,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Umbria,1420,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Valle d'Aosta/Vallée d'Aoste,1185,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
17/05/2020,Veneto,18947,2020-05-17,2020-05-17,COVID_19_ISS_open_data_2020-05-17_casi_regioni
18/05/2020,Abruzzo,3196,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Basilicata,340,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Calabria,1149,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Campania,4409,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Emilia-Romagna,27232,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Friuli-Venezia Giulia,2904,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Lazio,7474,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Liguria,8919,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Lombardia,84844,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Marche,6659,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Molise,421,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Piemonte,29968,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Provincia Autonoma di Bolzano/Bozen,2578,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Provincia Autonoma di Trento,5300,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Puglia,4386,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Sardegna,1344,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Sicilia,3032,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Toscana,9834,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Umbria,1420,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Valle d'Aosta/Vallée d'Aoste,1182,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
18/05/2020,Veneto,18958,2020-05-18,2020-05-18,COVID_19_ISS_open_data_2020-05-18_casi_regioni
19/05/2020,Abruzzo,3197,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Basilicata,350,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Calabria,1149,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Campania,4465,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Emilia-Romagna,27267,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Friuli-Venezia Giulia,2926,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Lazio,7515,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Liguria,8952,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Lombardia,85019,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Marche,6672,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Molise,422,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Piemonte,30039,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Provincia Autonoma di Bolzano/Bozen,2583,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Provincia Autonoma di Trento,5313,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Puglia,4396,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Sardegna,1345,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Sicilia,3035,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Toscana,9840,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Umbria,1423,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Valle d'Aosta/Vallée d'Aoste,1183,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
19/05/2020,Veneto,19005,2020-05-19,2020-05-19,COVID_19_ISS_open_data_2020-05-19_casi_regioni
20/05/2020,Abruzzo,3201,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Basilicata,351,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Calabria,1149,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Campania,4489,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Emilia-Romagna,27314,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Friuli-Venezia Giulia,2931,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Lazio,7535,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Liguria,9043,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Lombardia,85775,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Marche,6667,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Molise,422,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Piemonte,30148,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Provincia Autonoma di Bolzano/Bozen,2583,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Provincia Autonoma di Trento,5323,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Puglia,4410,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Sardegna,1346,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Sicilia,3025,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Toscana,9847,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Umbria,1424,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Valle d'Aosta/Vallée d'Aoste,1182,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
20/05/2020,Veneto,19039,2020-05-20,2020-05-20,COVID_19_ISS_open_data_2020-05-20_casi_regioni
21/05/2020,Abruzzo,3209,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Basilicata,352,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Calabria,1151,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Campania,4498,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Emilia-Romagna,27364,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Friuli-Venezia Giulia,2961,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Lazio,7564,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Liguria,9122,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Lombardia,85775,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Marche,6667,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Molise,423,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Piemonte,30304,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Provincia Autonoma di Bolzano/Bozen,2582,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Provincia Autonoma di Trento,5342,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Puglia,4412,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Sardegna,1347,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Sicilia,3026,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Toscana,9862,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Umbria,1425,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Valle d'Aosta/Vallée d'Aoste,1183,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
21/05/2020,Veneto,19046,2020-05-21,2020-05-21,COVID_19_ISS_open_data_2020-05-21_casi_regioni
22/05/2020,Abruzzo,3216,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Basilicata,353,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Calabria,1156,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Campania,4497,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Emilia-Romagna,27417,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Friuli-Venezia Giulia,3000,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Lazio,7588,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Liguria,9245,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Lombardia,86091,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Marche,6687,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Molise,426,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Piemonte,30411,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Provincia Autonoma di Bolzano/Bozen,2585,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Provincia Autonoma di Trento,5357,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Puglia,4439,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Sardegna,1347,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Sicilia,3033,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Toscana,9887,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Umbria,1430,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Valle d'Aosta/Vallée d'Aoste,1185,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
22/05/2020,Veneto,19068,2020-05-22,2020-05-22,COVID_19_ISS_open_data_2020-05-22_casi_regioni
23/05/2020,Abruzzo,3223,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Basilicata,353,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Calabria,1155,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Campania,4505,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Emilia-Romagna,27470,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Friuli-Venezia Giulia,3083,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Lazio,7619,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Liguria,9331,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Lombardia,86384,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Marche,6687,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Molise,429,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Piemonte,30498,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Provincia Autonoma di Bolzano/Bozen,2587,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Provincia Autonoma di Trento,5373,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Puglia,4447,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Sardegna,1347,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Sicilia,3017,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Toscana,9906,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Umbria,1430,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Valle d'Aosta/Vallée d'Aoste,1186,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
23/05/2020,Veneto,19078,2020-05-23,2020-05-23,COVID_19_ISS_open_data_2020-05-23_casi_regioni
24/05/2020,Abruzzo,3225,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Basilicata,353,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Calabria,1156,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Campania,4507,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Emilia-Romagna,27513,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Friuli-Venezia Giulia,3149,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Lazio,7637,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Liguria,9400,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Lombardia,86825,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Marche,6688,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Molise,430,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Piemonte,30559,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Provincia Autonoma di Bolzano/Bozen,2588,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Provincia Autonoma di Trento,5384,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Puglia,4458,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Sardegna,1347,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Sicilia,3018,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Toscana,9915,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Umbria,1430,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Valle d'Aosta/Vallée d'Aoste,1186,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
24/05/2020,Veneto,19094,2020-05-24,2020-05-24,COVID_19_ISS_open_data_2020-05-24_casi_regioni
25/05/2020,Abruzzo,3230,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Basilicata,358,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Calabria,1168,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Campania,4543,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Emilia-Romagna,27558,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Friuli-Venezia Giulia,3163,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Lazio,7657,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Liguria,9465,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Lombardia,87110,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Marche,6699,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Molise,430,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Piemonte,30559,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Provincia Autonoma di Bolzano/Bozen,2588,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Provincia Autonoma di Trento,5395,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Puglia,4468,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Sardegna,1347,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Sicilia,3036,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Toscana,9922,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Umbria,1430,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Valle d'Aosta/Vallée d'Aoste,1183,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
25/05/2020,Veneto,19105,2020-05-25,2020-05-25,COVID_19_ISS_open_data_2020-05-25_casi_regioni
26/05/2020,Abruzzo,3234,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Basilicata,358,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Calabria,1166,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Campania,4542,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Emilia-Romagna,27587,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Friuli-Venezia Giulia,3167,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Lazio,7673,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Liguria,9539,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Lombardia,87258,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Marche,6704,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Molise,432,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Piemonte,30650,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Provincia Autonoma di Bolzano/Bozen,2589,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Provincia Autonoma di Trento,5408,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Puglia,4471,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Sardegna,1346,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Sicilia,3034,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Toscana,9928,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Umbria,1431,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Valle d'Aosta/Vallée d'Aoste,1187,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
26/05/2020,Veneto,19107,2020-05-26,2020-05-26,COVID_19_ISS_open_data_2020-05-26_casi_regioni
27/05/2020,Abruzzo,3234,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Basilicata,358,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Calabria,1166,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Campania,4542,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Emilia-Romagna,27611,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Friuli-Venezia Giulia,3176,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Lazio,7673,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Liguria,9539,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Lombardia,87417,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Marche,6704,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Molise,433,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Piemonte,30650,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Provincia Autonoma di Bolzano/Bozen,2591,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Provincia Autonoma di Trento,5408,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Puglia,4480,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Sardegna,1347,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Sicilia,3039,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Toscana,9927,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Umbria,1431,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Valle d'Aosta/Vallée d'Aoste,1187,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
27/05/2020,Veneto,19117,2020-05-27,2020-05-27,COVID_19_ISS_open_data_2020-05-27_casi_regioni
28/05/2020,Abruzzo,3239,2020-05-28,2020-05-28,COVID_19_ISS_open_data_2020-05-28_casi_regioni
28/05/2020,Basilicata,359,2020-05-28,2020-05-28,COVID_19_ISS_open_data_2020-05-28_casi_regioni
28/05/2020,Calabria,1167,2020-05-28,2020-05-28,COVID_19_ISS_open_data_2020-05-28_casi_regioni
28/05/2020,Campania,4542,2020-05-28,2020-05-28,COVID_19_ISS_open_data_2020-05-28_casi_regioni
28/05/2020,Emilia-Romagna,27627,2020-05-28,2020-05-28,COVID_19_ISS_open_data_2020-05-28_casi_regioni
